LET THE FIGHT BEGIN!

--------------------------------------------------

--------------------------------------------------
Tournament Careful vs. Random finished. 
Player tournament scores: 
| Careful | Random |
| 1925.21 | 901.22 |

Tournament summary:
| Careful    | Random     | A | B | C |
| A/2.31 pts | B/4.53 pts | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 2 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 3 |
| C/4.53 pts | A/0.00 pts | 0 | 1 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 2 | 1 |
| C/2.31 pts | B/3.81 pts | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 2 | 0 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 1 |
| C/2.31 pts | A/3.81 pts | 1 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 2 | 1 | 0 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 1 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 1 |
| B/2.31 pts | A/2.31 pts | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 2 | 2 | 0 |
| A/3.81 pts | B/3.81 pts | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 2 | 0 | 2 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 3 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 4 |
| C/4.82 pts | B/0.00 pts | 1 | 0 | 3 |
| C/4.53 pts | B/0.00 pts | 2 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 3 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 4 | 2 | 0 |
| A/4.82 pts | C/0.00 pts | 3 | 3 | 0 |
| A/4.53 pts | B/4.53 pts | 2 | 2 | 1 |
| A/3.81 pts | B/3.81 pts | 1 | 1 | 2 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 3 | 2 |
| C/3.81 pts | B/4.53 pts | 2 | 2 | 1 |
| C/2.31 pts | A/3.81 pts | 1 | 3 | 0 |
| B/4.53 pts | C/0.00 pts | 2 | 2 | 0 |
| B/3.81 pts | A/3.81 pts | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 2 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 3 |
| C/4.53 pts | A/2.31 pts | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 3 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 2 | 1 |
| B/0.00 pts | B/0.00 pts | 2 | 1 | 2 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 3 |
| C/4.53 pts | A/2.31 pts | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 2 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 3 | 0 |
| B/4.53 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 2 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 3 |
| C/4.53 pts | A/2.31 pts | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 1 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 0 |
| B/0.00 pts | B/0.00 pts | 3 | 2 | 1 |
| B/3.81 pts | C/2.31 pts | 4 | 1 | 0 |
| B/2.31 pts | A/4.82 pts | 3 | 0 | 1 |
| A/4.53 pts | C/2.31 pts | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 0 |
| B/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 2 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 3 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 2 | 1 | 1 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 2 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 1 |
| C/2.31 pts | B/4.53 pts | 3 | 2 | 0 |
| A/4.53 pts | C/0.00 pts | 2 | 3 | 0 |
| A/3.81 pts | C/0.00 pts | 1 | 4 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 5 | 0 |
| B/4.93 pts | C/0.00 pts | 1 | 4 | 0 |
| B/4.82 pts | A/2.31 pts | 0 | 3 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 2 | 2 |
| B/3.81 pts | A/2.31 pts | 0 | 1 | 3 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 4 |
| C/4.82 pts | A/2.31 pts | 0 | 1 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 1 |
| C/2.31 pts | A/3.81 pts | 1 | 4 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 3 | 1 |
| B/4.53 pts | A/3.81 pts | 1 | 2 | 2 |
| B/0.00 pts | B/0.00 pts | 2 | 1 | 3 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 4 |
| C/4.82 pts | A/2.31 pts | 0 | 1 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 3 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 4 | 0 |
| B/4.82 pts | C/0.00 pts | 2 | 3 | 0 |
| B/0.00 pts | B/0.00 pts | 3 | 2 | 1 |
| B/3.81 pts | A/4.53 pts | 2 | 1 | 2 |
| B/0.00 pts | B/0.00 pts | 3 | 0 | 3 |
| A/4.53 pts | C/4.53 pts | 2 | 1 | 2 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 3 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 4 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 3 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 2 |
| C/3.81 pts | A/3.81 pts | 1 | 4 | 1 |
| C/0.00 pts | C/0.00 pts | 2 | 5 | 0 |
| B/4.93 pts | C/0.00 pts | 3 | 4 | 0 |
| B/0.00 pts | B/0.00 pts | 4 | 3 | 1 |
| B/4.53 pts | A/4.82 pts | 3 | 2 | 2 |
| B/3.81 pts | A/4.53 pts | 2 | 1 | 3 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 4 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 3 |
| C/4.53 pts | A/3.81 pts | 1 | 2 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 1 |
| C/2.31 pts | B/4.53 pts | 3 | 2 | 0 |
| A/4.53 pts | B/3.81 pts | 2 | 1 | 1 |
| A/3.81 pts | C/2.31 pts | 1 | 2 | 0 |
| A/2.31 pts | B/3.81 pts | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 2 |
| C/3.81 pts | B/0.00 pts | 2 | 0 | 1 |
| C/2.31 pts | A/3.81 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 2 |
| B/2.31 pts | C/3.81 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 2 | 2 | 0 |
| A/3.81 pts | B/3.81 pts | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 2 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 3 | 0 | 1 |
| A/4.53 pts | C/2.31 pts | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 2 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 3 |
| C/4.53 pts | B/0.00 pts | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 1 |
| C/2.31 pts | A/3.81 pts | 1 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 3 | 0 | 2 |
| A/4.53 pts | C/3.81 pts | 2 | 1 | 1 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 2 |
| A/2.31 pts | C/3.81 pts | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 3 | 2 | 0 |
| A/4.53 pts | C/0.00 pts | 2 | 3 | 0 |
| A/3.81 pts | B/4.53 pts | 1 | 2 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 3 | 0 |
| B/4.53 pts | C/0.00 pts | 1 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 2 | 1 | 0 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 2 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 3 | 0 |
| B/4.53 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 2 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 3 | 0 |
| B/4.53 pts | A/0.00 pts | 0 | 2 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 2 |
| B/2.31 pts | C/3.81 pts | 2 | 0 | 1 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 2 |
| A/2.31 pts | C/3.81 pts | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts | 2 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 2 | 1 |
| A/2.31 pts | B/3.81 pts | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 3 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 2 | 1 |
| B/3.81 pts | A/2.31 pts | 0 | 1 | 2 |
| B/2.31 pts | C/3.81 pts | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts | 2 | 1 | 0 |
| A/3.81 pts | C/0.00 pts | 1 | 2 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 3 | 0 |
| B/4.53 pts | C/0.00 pts | 1 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 1 | 1 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 1 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 2 |
| A/2.31 pts | C/3.81 pts | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts | 0 | 1 | 2 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 3 |
| C/4.53 pts | A/0.00 pts | 0 | 1 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 2 | 1 |
| C/2.31 pts | B/3.81 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 2 |
| B/2.31 pts | A/2.31 pts | 0 | 0 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 2 | 1 |
| C/2.31 pts | B/3.81 pts | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 2 |
| B/2.31 pts | A/2.31 pts | 0 | 0 | 3 |
| C/4.53 pts | B/0.00 pts | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 3 | 0 | 0 |
| A/4.53 pts | C/0.00 pts | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 2 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 3 |
| B/2.31 pts | C/4.53 pts | 2 | 0 | 2 |
| A/3.81 pts | B/0.00 pts | 1 | 0 | 3 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 4 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 3 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 2 |
| C/3.81 pts | B/4.53 pts | 3 | 2 | 1 |
| C/0.00 pts | C/0.00 pts | 4 | 3 | 0 |
| A/4.82 pts | C/0.00 pts | 3 | 4 | 0 |
| A/0.00 pts | A/0.00 pts | 2 | 5 | 1 |
| A/3.81 pts | C/2.31 pts | 1 | 6 | 0 |
| A/2.31 pts | B/4.98 pts | 0 | 5 | 1 |
| B/4.93 pts | C/2.31 pts | 1 | 4 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 3 | 1 |
| B/4.53 pts | C/2.31 pts | 3 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 4 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 5 | 0 | 0 |
| A/4.93 pts | B/0.00 pts | 4 | 0 | 1 |
| A/4.82 pts | B/0.00 pts | 3 | 0 | 2 |
| A/0.00 pts | A/0.00 pts | 2 | 1 | 3 |
| A/3.81 pts | C/4.53 pts | 1 | 2 | 2 |
| A/2.31 pts | B/3.81 pts | 0 | 1 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 1 |
| C/2.31 pts | B/4.53 pts | 3 | 2 | 0 |
| A/4.53 pts | C/0.00 pts | 2 | 3 | 0 |
| A/3.81 pts | C/0.00 pts | 1 | 4 | 0 |
| A/2.31 pts | B/4.82 pts | 0 | 3 | 1 |
| B/4.53 pts | C/2.31 pts | 1 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 1 | 1 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 0 |
| B/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 1 | 1 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 0 | 1 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 2 |
| A/0.00 pts | A/0.00 pts | 0 | 2 | 3 |
| C/4.53 pts | B/3.81 pts | 1 | 1 | 2 |
| C/3.81 pts | B/2.31 pts | 2 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 3 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 2 | 1 | 1 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 2 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 2 |
| C/3.81 pts | B/2.31 pts | 2 | 0 | 1 |
| C/2.31 pts | A/3.81 pts | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts | 0 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 2 | 1 | 1 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 1 | 1 |
| C/0.00 pts | C/0.00 pts | 3 | 2 | 0 |
| A/4.53 pts | B/3.81 pts | 2 | 1 | 1 |
| A/3.81 pts | B/2.31 pts | 1 | 0 | 2 |
| A/0.00 pts | A/0.00 pts | 0 | 1 | 3 |
| C/0.00 pts | C/0.00 pts | 1 | 2 | 2 |
| C/0.00 pts | C/0.00 pts | 2 | 3 | 1 |
| C/0.00 pts | C/0.00 pts | 3 | 4 | 0 |
| B/4.82 pts | A/4.53 pts | 2 | 3 | 1 |
| B/0.00 pts | B/0.00 pts | 3 | 2 | 2 |
| B/3.81 pts | C/3.81 pts | 4 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 5 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 4 | 1 | 1 |
| A/4.82 pts | B/2.31 pts | 3 | 0 | 2 |
| A/0.00 pts | A/0.00 pts | 2 | 1 | 3 |
| A/0.00 pts | A/0.00 pts | 1 | 2 | 4 |
| A/0.00 pts | A/0.00 pts | 0 | 3 | 5 |
| C/4.93 pts | B/4.53 pts | 1 | 2 | 4 |
| C/4.82 pts | A/2.31 pts | 0 | 3 | 3 |
| C/4.53 pts | B/4.53 pts | 1 | 2 | 2 |
| C/3.81 pts | A/2.31 pts | 0 | 3 | 1 |
| C/0.00 pts | C/0.00 pts | 1 | 4 | 0 |
| B/4.82 pts | A/2.31 pts | 0 | 3 | 1 |
| B/4.53 pts | C/2.31 pts | 1 | 2 | 0 |
| B/3.81 pts | C/0.00 pts | 2 | 1 | 0 |
| B/2.31 pts | A/3.81 pts | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts | 1 | 0 | 0 |
